Logger:         	Automatically truncated logfile to 1048576, MadelineProto 8.3.3
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
AbstractServer: 	Accepted IPC client connection!
Login:          	Sending code...
AbstractServer: 	Got error while calling IPC method: Telegram returned an RPC error: The phone number is invalid. (400) (PHONE_NUMBER_INVALID), caused by /srv/src/telebot/vendor/danog/madelineproto/src/RPCErrorException.php:534
Revision: 8.3.3

TL trace:
['auth.sendCode']
ResponseHandler.php(405):	make("PHONE_NUMBER_INVALID",400,"auth.sendCode")
WrappedFuture.php(59):	danog\MadelineProto\MTProtoSession\{closure}()
CallHandler.php(92):	await()
CallHandler.php(45):	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
Login.php(188):     	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
AbstractServer.php(256):	phoneLogin("")
AbstractDriver.php(425):	clientRequest({},5,["phoneLogin",[""]])
AbstractDriver.php(616):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
DriverSuspension.php(64):	resume({})
AbstractDriver.php(425):	Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(616):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(497):	resume()
AbstractDriver.php(553):	invokeCallbacks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(94):	resume()
DriverSuspension.php(117):	Revolt\EventLoop\Internal\{closure}()
Future.php(251):    	suspend()
AbstractServer.php(176):	await()
entry.php(119):     	waitShutdown()
entry.php(154):     	danog\MadelineProto\Ipc\Runner\{closure}()

PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
AbstractServer: 	Accepted IPC client connection!
Login:          	Sending code...
AbstractServer: 	Got error while calling IPC method: Telegram returned an RPC error: The phone number is invalid. (400) (PHONE_NUMBER_INVALID), caused by /srv/src/telebot/vendor/danog/madelineproto/src/RPCErrorException.php:534
Revision: 8.3.3

TL trace:
['auth.sendCode']
ResponseHandler.php(405):	make("PHONE_NUMBER_INVALID",400,"auth.sendCode")
WrappedFuture.php(59):	danog\MadelineProto\MTProtoSession\{closure}()
CallHandler.php(92):	await()
CallHandler.php(45):	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
Login.php(188):     	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
AbstractServer.php(256):	phoneLogin("")
AbstractDriver.php(425):	clientRequest({},5,["phoneLogin",[""]])
AbstractDriver.php(616):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
DriverSuspension.php(64):	resume({})
AbstractDriver.php(425):	Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(616):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(497):	resume()
AbstractDriver.php(553):	invokeCallbacks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(94):	resume()
DriverSuspension.php(117):	Revolt\EventLoop\Internal\{closure}()
Future.php(251):    	suspend()
AbstractServer.php(176):	await()
entry.php(119):     	waitShutdown()
entry.php(154):     	danog\MadelineProto\Ipc\Runner\{closure}()

AbstractServer: 	Accepted IPC client connection!
Login:          	Sending code...
Session:        	Garbage collected 5 incoming messages in DC 2, 0 left
Session:        	Garbage collected 8 outgoing messages in DC 2, 1 left
PingLoop:       	Ping DC 2.0
AbstractServer: 	Got error while calling IPC method: Telegram returned an RPC error: The phone number is invalid. (400) (PHONE_NUMBER_INVALID), caused by /srv/src/telebot/vendor/danog/madelineproto/src/RPCErrorException.php:534
Revision: 8.3.3

TL trace:
['auth.sendCode']
ResponseHandler.php(405):	make("PHONE_NUMBER_INVALID",400,"auth.sendCode")
WrappedFuture.php(59):	danog\MadelineProto\MTProtoSession\{closure}()
CallHandler.php(92):	await()
CallHandler.php(45):	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
Login.php(188):     	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
AbstractServer.php(256):	phoneLogin("")
AbstractDriver.php(425):	clientRequest({},5,["phoneLogin",[""]])
AbstractDriver.php(562):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
DriverSuspension.php(64):	resume({})
AbstractDriver.php(425):	Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(616):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(497):	resume()
AbstractDriver.php(553):	invokeCallbacks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(94):	resume()
DriverSuspension.php(117):	Revolt\EventLoop\Internal\{closure}()
Future.php(251):    	suspend()
AbstractServer.php(176):	await()
entry.php(119):     	waitShutdown()
entry.php(154):     	danog\MadelineProto\Ipc\Runner\{closure}()

AbstractServer: 	Accepted IPC client connection!
Login:          	Sending code...
AbstractServer: 	Got error while calling IPC method: Telegram returned an RPC error: The phone number is invalid. (400) (PHONE_NUMBER_INVALID), caused by /srv/src/telebot/vendor/danog/madelineproto/src/RPCErrorException.php:534
Revision: 8.3.3

TL trace:
['auth.sendCode']
ResponseHandler.php(405):	make("PHONE_NUMBER_INVALID",400,"auth.sendCode")
WrappedFuture.php(59):	danog\MadelineProto\MTProtoSession\{closure}()
CallHandler.php(92):	await()
CallHandler.php(45):	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
Login.php(188):     	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
AbstractServer.php(256):	phoneLogin("")
AbstractDriver.php(425):	clientRequest({},5,["phoneLogin",[""]])
AbstractDriver.php(562):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
DriverSuspension.php(64):	resume({})
AbstractDriver.php(425):	Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(616):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(497):	resume()
AbstractDriver.php(553):	invokeCallbacks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(94):	resume()
DriverSuspension.php(117):	Revolt\EventLoop\Internal\{closure}()
Future.php(251):    	suspend()
AbstractServer.php(176):	await()
entry.php(119):     	waitShutdown()
entry.php(154):     	danog\MadelineProto\Ipc\Runner\{closure}()

PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 4 incoming messages in DC 2, 0 left
Session:        	Garbage collected 6 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
Session:        	Garbage collected 2 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/safe.php.lock...
SessionPaths:   	Waiting for exclusive lock of /root/session.madeline/lightState.php.lock...
SessionPaths:   	Got exclusive lock of /root/session.madeline/lightState.php.lock...
APIWrapper:     	Saved session!
PingLoop:       	Ping DC 2.0
AbstractServer: 	Accepted IPC client connection!
Login:          	Sending code...
AbstractServer: 	Got error while calling IPC method: Telegram returned an RPC error: The phone number is invalid. (400) (PHONE_NUMBER_INVALID), caused by /srv/src/telebot/vendor/danog/madelineproto/src/RPCErrorException.php:534
Revision: 8.3.3

TL trace:
['auth.sendCode']
ResponseHandler.php(405):	make("PHONE_NUMBER_INVALID",400,"auth.sendCode")
WrappedFuture.php(59):	danog\MadelineProto\MTProtoSession\{closure}()
CallHandler.php(92):	await()
CallHandler.php(45):	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
Login.php(188):     	methodCallAsyncRead("auth.sendCode",{"settings":{"_":"codeSettings"},"phone_number":"","sms_type":5,"api_id":28592409,"api_hash":"23b817894b19bbae9999384a9fd1d1af","lang_code":"en"})
AbstractServer.php(256):	phoneLogin("")
AbstractDriver.php(425):	clientRequest({},5,["phoneLogin",[""]])
AbstractDriver.php(562):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
DriverSuspension.php(64):	resume({})
AbstractDriver.php(425):	Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(616):	invokeMicrotasks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(497):	resume()
AbstractDriver.php(553):	invokeCallbacks()
Revolt\EventLoop\Internal\{closure}()
AbstractDriver.php(94):	resume()
DriverSuspension.php(117):	Revolt\EventLoop\Internal\{closure}()
Future.php(251):    	suspend()
AbstractServer.php(176):	await()
entry.php(119):     	waitShutdown()
entry.php(154):     	danog\MadelineProto\Ipc\Runner\{closure}()

Session:        	Garbage collected 4 incoming messages in DC 2, 0 left
Session:        	Garbage collected 5 outgoing messages in DC 2, 0 left
PingLoop:       	Ping DC 2.0
PingLoop:       	Ping DC 2.0
Session:        	Garbage collected 2 incoming messages in DC 2, 0 left
